"","Player","Team","Season","Position","Minutes","Dribbling","Fouling","Interrupting","Passing","Receiving","Shooting","Goals Added"
"","Dante Sealy","MTL","2025","W","1559","0.50","-0.10","0.16","0.13","-0.32","0.18","0.55"
"","Birk Risa","NYC","2025","FB","1187","-0.13","0.05","0.82","0.19","-0.30","-0.08","0.55"
"","Sebastian Berhalter","VAN","2025","CM","1216","-0.12","-0.31","0.15","0.71","-0.05","0.15","0.55"
"","Niko Tsakiris","SJE","2025","CM","272","0.02","0.02","0.07","0.26","0.08","0.09","0.54"
"","Jonathan Rodríguez","POR","2025","W","190","0.01","0.36","-0.05","0.19","0.01","0.03","0.54"
"","Peyton Miller","NER","2025","FB","1381","-0.08","0.02","-0.04","-0.52","1.01","0.14","0.54"
"","Petar Musa","FCD","2025","ST","1457","-0.66","-0.23","0.83","0.49","0.16","-0.07","0.53"
"","Vitor Costa","SJE","2025","FB","1284","-0.49","0.04","0.47","-0.77","1.05","0.24","0.53"
"","Danley Jean Jacques","PHI","2025","CM","1566","0.17","-0.06","0.28","0.08","-0.02","0.08","0.53"
"","Osaze Urhoghide","FCD","2025","CB","1443","-0.43","-0.43","1.19","-0.12","0.25","0.08","0.52"
"","João Klauss","STL","2025","ST","1485","-0.37","-0.19","-0.15","0.23","0.75","0.25","0.52"
"","Nathan Harriel","PHI","2025","CB","1273","-0.24","0.11","0.48","-0.12","0.26","0.04","0.52"
"","J.C. Ngando","VAN","2025","CM","1153","-0.07","0.01","0.09","0.58","-0.04","-0.06","0.51"
"","Jacob Shaffelburg","NSH","2025","W","597","-0.07","0.31","0.00","0.11","0.17","0.00","0.51"
"","Jesús Barea","RSL","2025","ST","286","0.11","-0.01","0.13","-0.16","0.35","0.10","0.51"
"","Michael Wentzel","STL","2025","CB","123","0.00","0.01","0.36","0.01","0.11","0.02","0.51"
"","Claudio Bravo","POR","2025","FB","369","0.14","-0.27","0.45","0.18","-0.03","0.03","0.50"
"","Fafa Picault","MIA","2025","W","469","-0.19","-0.06","-0.01","-0.01","0.62","0.13","0.49"
"","Onni Valakari","SD","2025","ST","1493","-0.69","0.26","0.09","0.16","0.86","-0.20","0.48"
"","Calvin Harris","COL","2025","W","653","0.23","0.01","-0.08","-0.05","0.19","0.17","0.47"
"","Chidozie Awaziem","COL","2025","CB","1784","0.11","0.15","0.19","-0.43","0.48","-0.02","0.47"
"","Efrain Morales","ATL","2025","CB","198","0.08","0.03","0.07","0.25","0.06","-0.02","0.47"
"","Nolan Norris","FCD","2025","FB","681","-0.06","-0.04","0.27","-0.09","0.40","-0.00","0.47"
"","Henry Kessler","STL","2025","CB","975","-0.05","0.10","0.95","-0.41","-0.07","-0.06","0.47"
"","Brayan Vera","RSL","2025","CB","1029","0.15","-0.20","0.20","0.30","-0.05","0.06","0.47"
"","César Araújo","ORL","2025","CM","1425","-0.13","0.02","0.07","0.53","-0.13","0.09","0.45"
"","Tate Johnson","VAN","2025","FB","1257","0.01","0.12","0.30","0.26","-0.17","-0.06","0.45"
"","Jack McGlynn","HOU","2025","W","1557","0.21","-0.10","-0.22","1.59","-0.92","-0.12","0.45"
"","Iván Angulo","ORL","2025","W","1610","0.63","-0.09","-0.03","0.26","-0.25","-0.08","0.44"
"","Stian Gregersen","ATL","2025","CB","663","-0.05","0.03","0.21","0.19","0.11","-0.06","0.44"
"","Tai Baribo","PHI","2025","ST","1269","0.07","-0.20","-0.17","-1.15","1.47","0.42","0.43"
"","Theodore Ku-Dipietro","COL","2025","W","690","-0.01","-0.04","-0.07","-0.02","0.44","0.13","0.43"
"","Pedro Amador","ATL","2025","FB","1175","-0.07","0.04","0.36","0.18","0.02","-0.09","0.43"
"","Emmanuel Sabbi","VAN","2025","W","955","-0.13","0.14","0.13","-0.07","0.15","0.21","0.43"
"","Ola Brynhildsen","TOR","2025","ST","1048","0.57","0.00","-0.17","-0.18","0.28","-0.10","0.41"
"","Tristan Muyumba","ATL","2025","DM","608","-0.09","0.01","0.17","0.14","0.18","-0.01","0.40"
"","Jeppe Tverskov","SD","2025","DM","2016","0.09","-0.21","0.09","0.46","0.06","-0.09","0.40"
"","Joseph Rosales","MIN","2025","FB","774","0.00","0.20","0.07","0.09","-0.01","0.04","0.39"
"","Tanner Beason","NER","2025","CB","1280","-0.07","0.13","0.75","-0.25","-0.10","-0.07","0.39"
"","Dany Rosero","SKC","2025","CB","212","-0.01","0.02","0.04","0.02","0.26","0.05","0.38"
"","Noah Allen","MIA","2025","CB","1352","0.07","0.09","0.76","-0.27","-0.15","-0.12","0.38"
"","Timo Baumgartl","STL","2025","CB","1199","-0.36","-0.13","0.80","-0.06","0.17","-0.03","0.38"
"","Julio Cascante","ATX","2025","CB","536","0.08","0.06","0.15","0.12","-0.05","0.01","0.37"
"","Mark-Anthony Kaye","SJE","2025","CM","791","0.03","0.03","0.15","-0.02","0.07","0.11","0.36"
"","Ivan Glavinovich","PHI","2025","CB","292","-0.01","0.04","0.15","0.01","0.10","0.07","0.36"
"","Jason Shokalook","CHI","2025","ST","16","0.05","-0.00","0.00","0.34","-0.03","-0.01","0.35"
"","Alexandros Katranis","RSL","2025","FB","1328","-0.03","-0.20","-0.12","0.18","0.37","0.15","0.35"
"","Malte Amundsen","CLB","2025","CB","1147","0.23","-0.01","0.28","0.02","-0.16","-0.01","0.35"
"","Stephen Afrifa","SKC","2025","W","55","0.01","0.27","0.03","0.03","0.02","-0.02","0.34"
"","Franco Escobar","HOU","2025","FB","1506","-0.26","-0.01","-0.00","0.30","0.21","0.10","0.34"
"","Johnny Russell","RSL","2025","W","263","0.05","0.00","0.00","-0.03","0.20","0.10","0.33"
"","Tim Leibold","SKC","2025","FB","596","0.02","0.03","0.35","-0.20","0.06","0.06","0.32"
"","Francis Westfield","PHI","2025","FB","1429","-0.23","0.10","0.32","0.26","-0.18","0.04","0.32"
"","Andrés Herrera","CLB","2025","FB","690","0.36","-0.01","-0.14","-0.23","0.19","0.14","0.31"
"","Richie Laryea","TOR","2025","FB","181","0.07","0.27","0.02","-0.12","0.06","0.02","0.31"
"","Cengiz Ünder","LAFC","2025","W","528","0.36","0.05","0.02","-0.01","-0.26","0.15","0.30"
"","Sam Vines","COL","2025","FB","649","-0.03","0.28","0.13","-0.21","0.16","-0.04","0.30"
"","Ignatius Ganago","NER","2025","ST","1371","-0.33","0.37","0.11","-0.57","0.58","0.13","0.30"
"","Rominigue Kouame","CHI","2025","CM","320","0.28","-0.02","-0.06","-0.05","0.06","0.08","0.29"
"","Michael Boxall","MIN","2025","CB","1796","0.08","-0.13","0.11","0.19","0.07","-0.04","0.29"
"","Gage Guerra","POR","2025","FB","64","-0.02","0.01","-0.00","0.02","0.26","0.02","0.29"
"","Luis Díaz","NER","2025","W","492","0.10","0.00","0.02","0.01","0.05","0.11","0.28"
"","Stuart Hawkins","SEA","2025","CB","116","-0.00","0.01","0.12","0.01","0.10","0.04","0.27"
"","Joakim Nilsson","STL","2025","CB","167","0.01","0.01","0.25","0.02","-0.06","0.04","0.27"
"","Lawrence Ennali","HOU","2025","W","197","0.18","0.00","0.18","0.00","-0.10","0.01","0.27"
"","Conrad Wallem","STL","2025","FB","1617","0.03","-0.01","0.49","-0.75","0.36","0.14","0.26"
"","Alex Roldan","SEA","2025","FB","1333","-0.15","0.07","0.12","-0.09","0.15","0.17","0.26"
"","Ronald Donkor","NYRB","2025","DM","231","0.01","-0.00","0.16","0.21","-0.08","-0.05","0.25"
"","Yeimar Gómez Andrade","SEA","2025","CB","1222","-0.21","-0.26","0.49","-0.01","0.19","0.05","0.25"
"","Nathan Saliba","MTL","2025","CM","1390","0.06","-0.05","0.64","-0.45","-0.00","0.04","0.24"
"","Sergi Palencia","LAFC","2025","FB","1651","-0.14","-0.04","0.35","0.14","0.04","-0.11","0.24"
"","Diego Rubio","ATX","2025","ST","296","-0.01","-0.01","0.04","0.37","-0.16","0.00","0.24"
"","Nkosi Tafari","LAFC","2025","CB","532","-0.04","0.03","0.29","0.03","-0.01","-0.06","0.24"
"","Hernán López","SJE","2025","DM","280","0.35","-0.01","-0.04","-0.08","-0.09","0.10","0.24"
"","Lucas Bartlett","DCU","2025","CB","2013","-0.03","0.01","0.48","-0.19","0.05","-0.08","0.23"
"","Ryan Gauld","VAN","2025","W","217","-0.06","-0.03","0.09","0.25","-0.05","0.04","0.23"
"","Hamady Diop","SD","2025","FB","239","0.04","-0.01","0.12","0.13","-0.05","-0.00","0.23"
"","Lukas MacNaughton","DCU","2025","CB","454","-0.18","0.04","0.09","-0.04","0.20","0.10","0.21"
"","Tim Parker","NYRB","2025","CB","371","0.01","0.04","-0.03","0.18","0.00","0.01","0.21"
"","Maxime Chanot","LAFC","2025","CB","74","-0.00","0.01","0.29","-0.06","-0.02","-0.01","0.21"
"","Gabe Segal","HOU","2025","ST","184","-0.10","0.02","-0.03","-0.25","0.35","0.22","0.21"
"","Allen Obando","MIA","2025","ST","178","0.23","0.02","-0.01","-0.02","0.02","-0.02","0.21"
"","David Martínez","MIA","2025","CB","345","0.11","-0.16","0.34","-0.04","-0.06","0.01","0.20"
"","Omir Fernández","POR, COL","2025","W","556","0.08","-0.08","0.22","-0.09","0.08","-0.00","0.20"
"","Fabian Herbers","MTL","2025","W","467","0.16","-0.02","0.01","0.09","-0.05","0.01","0.20"
"","Santiago Moreno","POR","2025","W","1508","0.46","-0.25","0.51","-0.48","-0.05","0.00","0.19"
"","Brayan Ceballos","NER","2025","CB","1701","0.01","-0.01","0.38","-0.10","-0.05","-0.04","0.19"
"","Bjørn Inge Utvik","VAN","2025","CB","611","0.08","0.06","-0.05","0.01","0.16","-0.07","0.19"
"","Robert Voloder","SKC","2025","CB","1033","0.10","0.16","0.19","0.04","-0.20","-0.11","0.18"
"","Gustavo Caraballo","ORL","2025","W","40","0.03","-0.00","-0.00","0.02","0.14","-0.01","0.18"
"","Sam Adekugbe","VAN","2025","FB","325","-0.05","0.28","-0.20","-0.19","0.17","0.17","0.18"
"","Maximiliano Falcón","MIA","2025","CB","920","0.07","0.14","0.14","-0.32","0.17","-0.02","0.17"
"","Duane Holmes","HOU","2025","W","167","-0.03","0.23","-0.05","0.06","-0.05","0.00","0.17"
"","Javairô Dilrosun","LAFC","2025","W","138","0.26","0.02","-0.03","-0.14","-0.06","0.10","0.17"
"","Hannes Wolf","NYC","2025","W","1807","0.18","-0.21","0.08","-0.61","0.21","0.52","0.17"
"","Jesús Bueno","PHI","2025","CM","543","-0.08","-0.00","0.24","0.00","-0.07","0.07","0.16"
"","Joran Gerbet","ORL","2025","CM","1032","-0.17","0.23","0.53","0.15","-0.34","-0.25","0.16"
"","Cole Bassett","COL","2025","CM","1273","0.22","-0.11","0.03","-0.29","0.14","0.16","0.15"
"","Marco Reus","LAG","2025","AM","1160","-0.24","0.05","-0.08","-0.04","0.35","0.12","0.15"
"","Nicholas Scardina","CLT","2025","FB","800","-0.08","0.06","0.58","-0.25","-0.06","-0.10","0.15"
"","Bartosz Slisz","ATL","2025","DM","1369","-0.03","-0.23","0.16","0.32","-0.06","-0.01","0.15"
"","Patrick McNair","SD","2025","CB","1629","-0.13","0.18","-0.74","0.81","0.01","0.01","0.13"
"","Nico Cavallo","NYC","2025","FB","362","-0.01","-0.24","0.44","0.07","-0.10","-0.03","0.13"
"","Maren Haile-Selassie","CHI","2025","W","543","-0.01","-0.02","-0.10","0.18","-0.06","0.14","0.13"
"","Jack Skahan","SJE","2025","DM","12","-0.00","0.00","-0.01","0.01","0.07","0.05","0.12"
"","Hennadiy Synchuk","MTL","2025","W","141","0.08","0.04","0.08","0.05","-0.15","0.02","0.12"
"","David Pereira Da Costa","POR","2025","AM","1866","0.45","0.07","-0.37","0.92","-0.69","-0.26","0.12"
"","Joel Waterman","MTL","2025","CB","1196","-0.08","0.02","0.24","0.35","-0.24","-0.17","0.11"
"","Baltasar Rodríguez","MIA","2025","W","110","-0.04","0.00","0.08","0.07","0.04","-0.03","0.11"
"","Tani Oluwaseyi","MIN","2025","ST","1408","-0.74","-0.23","0.16","-0.28","0.75","0.44","0.11"
"","Jannes Horn","STL","2025","FB","779","0.17","0.11","0.01","-0.01","-0.12","-0.06","0.11"
"","Deybi Flores","TOR","2025","DM","1318","-0.19","-0.02","0.39","-0.01","-0.05","-0.03","0.11"
"","Jake Davis","SKC","2025","FB","1131","-0.12","0.08","0.20","-0.10","0.15","-0.10","0.10"
"","Leonardo Barroso","CHI","2025","FB","608","0.12","0.03","0.26","-0.32","-0.05","0.05","0.10"
"","Nick Hagglund","CIN","2025","CB","757","0.13","-0.17","0.26","-0.23","0.10","0.02","0.10"
"","Juan Mosquera","POR","2025","FB","1448","0.09","0.13","0.22","-0.32","-0.14","0.13","0.10"
"","Daniel Lovitz","NSH","2025","FB","2111","-0.01","-0.22","0.10","0.43","-0.26","0.06","0.10"
"","Theo Corbeanu","TOR","2025","W","1393","1.35","-0.06","-0.02","-0.63","-0.59","0.05","0.09"
"","Ethan Bartlow","HOU","2025","CB","879","0.11","0.03","-0.14","-0.18","0.30","-0.02","0.09"
"","Jamal Thiaré","ATL","2025","ST","495","-0.34","-0.02","-0.15","-0.67","1.12","0.14","0.09"
"","Nicksoen Gomis","TOR","2025","CB","528","0.01","0.03","0.27","-0.08","-0.11","-0.05","0.09"
"","Kyle Smith","ORL","2025","FB","742","0.04","0.09","-0.23","0.14","0.11","-0.06","0.08"
"","Dylan Nealis","NYRB","2025","FB","678","-0.06","0.32","-0.21","-0.10","0.10","0.04","0.08"
"","Amar Sejdić","CLB","2025","CM","250","0.06","-0.01","-0.04","0.16","-0.11","0.01","0.08"
"","Cole Mrowka","CLB","2025","CM","29","0.02","0.00","-0.00","0.03","-0.01","0.03","0.08"
"","Franco Negri","SD","2025","FB","478","-0.06","-0.01","0.05","0.11","-0.01","0.01","0.08"
"","Wil Trapp","MIN","2025","DM","1885","-0.33","0.01","0.87","0.22","-0.40","-0.30","0.08"
"","Randall Leal","DCU","2025","W","348","-0.04","-0.00","0.14","0.18","-0.21","0.00","0.07"
"","Luca Bombino","SD","2025","FB","1348","-0.32","0.04","0.23","0.03","-0.05","0.15","0.07"
"","Antoine Coupland","VAN","2025","W","25","-0.03","-0.00","0.02","0.06","-0.00","0.03","0.07"
"","Connor Ronan","COL","2025","CM","589","-0.21","-0.04","0.06","0.58","-0.19","-0.12","0.07"
"","Dani Pereira","ATX","2025","CM","1269","-0.09","-0.01","0.00","0.37","-0.16","-0.05","0.07"
"","Wyatt Omsberg","NER","2025","CB","329","0.02","0.04","0.01","-0.06","0.03","0.03","0.07"
"","Reed Baker-Whiting","SEA","2025","FB","168","-0.06","0.00","0.08","-0.01","0.04","0.01","0.06"
"","Kobe Franklin","TOR","2025","FB","89","-0.02","0.00","0.04","0.06","-0.01","-0.01","0.06"
