"","Player","Team","Season","Position","Minutes","Dribbling","Fouling","Interrupting","Passing","Receiving","Shooting","Goals Added"
"","Rida Zouhir","DCU","2025","W","317","-0.06","-0.01","-0.08","-0.04","-0.13","-0.01","-0.34"
"","Matt Miazga","CIN","2025","CB","907","0.07","-0.15","0.18","-0.16","-0.17","-0.10","-0.34"
"","Wilfried Zaha","CLT","2025","W","1789","0.20","0.27","-0.19","0.31","-1.01","0.08","-0.34"
"","Elijah Wynder","LAG","2025","CM","386","-0.27","0.04","0.01","-0.07","0.02","-0.09","-0.35"
"","Memo Rodríguez","SKC","2025","DM","571","-0.05","-0.26","-0.21","0.17","-0.03","0.03","-0.35"
"","Owen Gene","MIN","2025","CM","468","-0.15","-0.03","0.15","-0.12","-0.06","-0.14","-0.35"
"","Raoul Petretta","TOR","2025","FB","1280","-0.28","0.10","-0.07","-0.04","0.05","-0.11","-0.35"
"","Patrickson Delgado","FCD","2025","CM","964","-0.20","-0.27","0.48","0.10","-0.27","-0.19","-0.35"
"","Paul Rothrock","SEA","2025","FB","1448","0.48","0.25","-0.15","-1.38","0.38","0.06","-0.35"
"","Mateusz Klich","ATL","2025","CM","891","-0.19","-0.01","-0.13","0.24","-0.16","-0.10","-0.35"
"","Artem Smoliakov","LAFC","2025","FB","535","-0.06","0.01","-0.14","-0.25","0.08","-0.01","-0.36"
"","Sebastien Ibeagha","FCD","2025","CB","1866","0.01","-0.12","0.09","-0.18","-0.09","-0.07","-0.37"
"","Owen Graham-Roache","MTL","2025","ST","133","-0.57","-0.02","-0.03","0.02","0.29","-0.06","-0.37"
"","Besard Šabović","ATX","2025","CM","1402","-0.04","0.07","0.45","-0.32","-0.35","-0.17","-0.37"
"","Ramiro","FCD","2025","DM","1414","-0.03","-0.28","0.06","0.39","-0.29","-0.23","-0.37"
"","Miguel Berry","LAG","2025","ST","436","0.10","-0.05","-0.10","-0.08","-0.08","-0.17","-0.38"
"","Tomas Ostrak","STL","2025","CM","596","-0.10","0.00","0.14","-0.17","-0.20","-0.06","-0.38"
"","Daniel Steres","HOU","2025","FB","446","-0.09","-0.02","-0.14","0.05","-0.12","-0.07","-0.38"
"","Gabriel Pirani","DCU","2025","AM","995","0.01","-0.09","-0.19","-0.26","0.00","0.14","-0.38"
"","Tim Ream","CLT","2025","FB","1275","-0.01","0.06","-0.05","0.07","-0.29","-0.16","-0.38"
"","Matti Peltola","DCU","2025","DM","807","-0.01","-0.30","0.40","-0.20","-0.17","-0.11","-0.39"
"","Andrés Perea","NYC","2025","DM","682","0.10","-0.08","-0.31","-0.41","0.35","-0.03","-0.39"
"","Joseph Paintsil","LAG","2025","W","1198","-0.05","-0.01","-0.18","-0.51","0.34","0.02","-0.39"
"","Emmanuel Boateng","SD","2025","W","171","-0.00","-0.02","-0.04","-0.12","-0.11","-0.11","-0.39"
"","Jahkeele Marshall-Rutty","MTL, CLT","2025","FB","1207","-0.14","0.10","0.36","-0.42","-0.18","-0.11","-0.39"
"","Lazar Stefanovic","TOR","2025","CB","481","-0.05","0.01","-0.21","0.09","-0.16","-0.08","-0.40"
"","Jordi Alba","MIA","2025","FB","1477","-0.29","0.05","-0.17","-0.09","0.22","-0.12","-0.40"
"","Braian Ojeda","RSL","2025","DM","1466","-0.18","0.42","-0.40","-0.14","-0.14","0.04","-0.40"
"","Kei Kamara","CIN","2025","ST","384","-0.33","-0.05","-0.03","0.11","0.01","-0.10","-0.40"
"","Fernando Álvarez","MTL","2025","CB","680","-0.25","0.02","-0.21","-0.02","0.07","-0.02","-0.41"
"","Alex Muyl","NSH","2025","W","1627","0.09","-0.10","0.13","-0.58","0.15","-0.10","-0.41"
"","Wyatt Meyer","NSH","2025","CM","184","-0.03","0.00","-0.12","-0.16","-0.05","-0.04","-0.41"
"","Lalas Abubakar","FCD","2025","CB","769","-0.07","0.02","-0.06","-0.19","-0.08","-0.04","-0.42"
"","Bode Hidalgo","RSL","2025","FB","814","-0.06","-0.04","-0.06","0.04","-0.20","-0.10","-0.42"
"","Kim Kee-hee","SEA","2025","CB","746","0.04","0.06","-0.44","0.02","-0.10","-0.00","-0.42"
"","Noah Cobb","ATL","2025","CB","515","0.04","-0.03","-0.48","0.25","-0.15","-0.04","-0.42"
"","Oscar Verhoeven","SD, SJE","2025","FB","753","-0.11","0.07","0.17","-0.35","-0.10","-0.10","-0.42"
"","Matty Longstaff","TOR","2025","CM","730","-0.17","0.01","0.19","-0.31","-0.06","-0.09","-0.42"
"","Jonathan Dean","CHI","2025","FB","1076","-0.08","-0.03","0.07","-0.19","-0.12","-0.07","-0.42"
"","Jonathan Osorio","TOR","2025","CM","1133","-0.27","0.02","0.27","-0.56","0.18","-0.06","-0.42"
"","Emmanuel Latte Lath","ATL","2025","ST","1607","1.21","-0.31","-0.29","-1.22","0.23","-0.05","-0.43"
"","Brendan Hines-Ike","ATX","2025","CB","1696","-0.39","0.21","-0.07","-0.34","0.20","-0.04","-0.43"
"","Ian Pilcher","SD","2025","CB","511","0.05","0.02","-0.44","0.09","-0.10","-0.06","-0.44"
"","Jung Ho-Yeon","MIN","2025","CM","112","0.04","0.02","-0.41","-0.01","-0.05","-0.03","-0.44"
"","Josh Bauer","NSH","2025","FB","493","-0.13","-0.02","-0.15","-0.14","-0.06","0.05","-0.44"
"","Tom Pearce","MTL","2025","W","876","-0.20","-0.01","0.04","0.00","-0.30","0.02","-0.44"
"","Brad Smith","CIN","2025","FB","305","-0.26","0.00","-0.15","-0.19","0.15","0.01","-0.44"
"","Ajani Fortune","ATL","2025","CM","904","0.02","-0.05","-0.17","0.02","-0.19","-0.07","-0.45"
"","Jon Gallagher","ATX","2025","FB","1734","-0.04","0.27","-0.15","-0.13","-0.25","-0.15","-0.45"
"","Yannick Bright","MIA","2025","DM","856","-0.18","-0.02","0.53","-0.40","-0.22","-0.15","-0.45"
"","Serge Ngoma","NYRB","2025","W","482","-0.28","-0.05","-0.11","0.07","-0.01","-0.08","-0.45"
"","John Nelson","LAG","2025","FB","1335","-0.05","-0.21","0.57","-0.59","-0.09","-0.08","-0.45"
"","Marlon","LAFC","2025","CB","718","0.08","0.03","-0.69","0.35","-0.18","-0.05","-0.45"
"","Logan Ndenbe","SKC","2025","FB","1396","0.12","0.13","-0.41","-0.33","0.05","-0.02","-0.46"
"","Nathan Byrne","CLT","2025","FB","804","-0.10","0.02","-0.05","-0.07","-0.16","-0.10","-0.47"
"","Tomás Chancalay","NER","2025","ST","591","-0.67","-0.03","-0.01","-0.33","0.53","0.04","-0.47"
"","Yuya Kubo","CIN","2025","ST","637","0.06","-0.05","-0.08","-0.33","-0.24","0.18","-0.47"
"","Kaick","FCD","2025","DM","856","-0.08","-0.04","0.07","-0.27","-0.10","-0.06","-0.47"
"","Wiktor Bogacz","NYRB","2025","ST","296","-0.10","-0.04","-0.23","-0.01","-0.09","-0.01","-0.48"
"","Sam Williams","CHI","2025","CM","354","-0.04","0.00","-0.16","-0.14","-0.09","-0.05","-0.48"
"","Chris Durkin","STL","2025","CM","543","-0.01","-0.04","0.08","-0.33","-0.06","-0.11","-0.48"
"","DeAndre Yedlin","CIN","2025","FB","1705","-0.07","0.08","-0.02","-0.34","-0.01","-0.10","-0.48"
"","Bryce Duke","MTL","2025","AM","498","-0.03","0.01","-0.05","-0.23","-0.17","-0.02","-0.49"
"","Ronald Hernández","ATL","2025","FB","497","-0.10","0.00","-0.28","-0.05","-0.03","-0.03","-0.49"
"","Jimer Fory","POR","2025","FB","1414","-0.32","-0.07","0.07","0.03","-0.13","-0.08","-0.49"
"","Akil Watts","STL","2025","FB","1557","-0.44","0.05","0.08","-0.38","0.11","0.08","-0.50"
"","Cavan Sullivan","PHI","2025","W","201","-0.06","-0.01","-0.05","-0.12","-0.15","-0.11","-0.50"
"","Kosi Thompson","TOR","2025","FB","1522","-0.12","-0.22","0.31","-0.28","-0.07","-0.12","-0.51"
"","Kévin Denkey","CIN","2025","ST","1822","0.83","-0.22","0.08","-1.10","-0.23","0.12","-0.51"
"","Derrick Etienne Jr.","TOR","2025","W","667","0.23","-0.09","-0.13","-0.01","-0.40","-0.11","-0.51"
"","Sergio Santos","CIN","2025","ST","652","-0.23","0.00","-0.07","-0.17","0.07","-0.12","-0.52"
"","Tomás Ángel","SD","2025","ST","480","-0.48","-0.05","-0.10","-0.14","0.17","0.07","-0.52"
"","Obinna Nwobodo","CIN","2025","CM","904","-0.04","-0.03","0.21","-0.24","-0.30","-0.12","-0.53"
"","Deandre Kerr","TOR","2025","ST","331","-0.08","0.01","-0.00","-0.17","-0.17","-0.12","-0.53"
"","Logan Farrington","FCD","2025","ST","903","-0.02","-0.04","0.20","-0.12","-0.30","-0.25","-0.54"
"","Garrison Tubbs","DCU","2025","CB","529","-0.04","0.04","-0.14","-0.23","-0.11","-0.06","-0.54"
"","Tyrese Spicer","TOR","2025","W","793","0.02","-0.29","0.13","-0.17","-0.21","-0.03","-0.54"
"","Diego Luna","RSL","2025","AM","1481","-0.30","-0.11","0.15","-0.03","-0.15","-0.10","-0.55"
"","Bernard Kamungo","FCD","2025","W","607","0.56","-0.02","-0.02","-0.92","-0.13","-0.02","-0.55"
"","Brooks Lennon","ATL","2025","FB","1211","-0.00","-0.13","-0.13","-0.26","0.00","-0.03","-0.55"
"","Matthew Edwards","ATL","2025","CB","1262","-0.10","0.00","-0.27","-0.05","-0.03","-0.11","-0.56"
"","Jules-Anthony Vilsaint","MTL","2025","ST","270","-0.21","-0.03","-0.06","-0.09","-0.17","0.00","-0.56"
"","Felipe Mora","POR","2025","ST","1167","-0.55","0.11","-0.13","0.07","0.17","-0.23","-0.56"
"","Mohamed Farsi","CLB","2025","FB","1643","-0.12","0.15","-0.61","-1.37","1.07","0.31","-0.56"
"","Bruno Wilson","SJE","2025","CB","811","-0.44","0.08","-0.20","-0.07","0.09","-0.02","-0.56"
"","Jackson Travis","COL","2025","FB","748","0.02","0.07","-0.30","-0.22","-0.07","-0.06","-0.57"
"","Zac McGraw","POR","2025","CB","274","-0.03","-0.22","-0.19","-0.03","-0.06","-0.03","-0.57"
"","Nelson Palacio","RSL","2025","DM","689","-0.02","-0.29","-0.12","-0.02","-0.17","0.05","-0.57"
"","Marco Farfan","FCD","2025","FB","1210","-0.26","0.01","0.10","-0.32","-0.12","0.02","-0.57"
"","Brandan Craig","MTL","2025","CB","489","0.00","0.03","-0.41","-0.03","-0.12","-0.04","-0.57"
"","Osman Bukari","ATX","2025","W","1467","-0.48","0.10","0.06","-0.42","0.34","-0.17","-0.57"
"","Andrés Cubas","VAN","2025","DM","1286","-0.20","-0.04","0.21","-0.06","-0.34","-0.14","-0.58"
"","Dawid Bugaj","MTL","2025","FB","1100","-0.07","0.35","-0.22","-0.37","-0.21","-0.06","-0.58"
"","Joseph Zalinsky","STL","2025","FB","276","-0.07","-0.03","-0.33","-0.12","-0.00","-0.04","-0.59"
"","Aziel Jackson","CLB","2025","AM","841","-0.49","0.01","-0.10","0.06","-0.20","0.13","-0.59"
"","Yaw Yeboah","LAFC","2025","CM","447","-0.17","0.05","-0.04","-0.22","-0.11","-0.10","-0.59"
"","Brandt Bronico","CLT","2025","DM","1571","0.03","0.15","0.08","-0.62","-0.01","-0.23","-0.60"
"","Jackson Yueill","NER","2025","DM","516","-0.07","-0.00","0.10","-0.32","-0.22","-0.09","-0.61"
"","Forster Ajago","RSL","2025","ST","295","-0.32","-0.02","-0.01","-0.05","-0.12","-0.10","-0.61"
"","Ian Harkes","SJE","2025","CM","1524","-0.13","-0.21","-0.11","0.12","-0.29","0.01","-0.61"
"","Gilberto Flores","CIN","2025","CB","1149","-0.19","0.13","-0.28","-0.19","-0.09","-0.00","-0.62"
"","Eric Maxim Choupo-Moting","NYRB","2025","ST","1787","0.12","0.27","-0.07","-0.12","-0.55","-0.28","-0.63"
"","Luca De La Torre","SD","2025","CM","1426","-0.17","0.01","-0.45","-0.68","0.53","0.12","-0.64"
"","Agustín Ojeda","NYC","2025","W","886","-0.19","0.18","-0.07","-0.08","-0.18","-0.31","-0.64"
"","Emiro Garcés","LAG","2025","CB","1488","-0.23","-0.32","0.40","-0.24","-0.20","-0.05","-0.65"
"","Jasper Löeffelsend","SD","2025","FB","680","-0.04","0.04","-0.10","-0.64","0.06","0.03","-0.65"
"","Ian James","SKC","2025","CB","161","0.02","-0.25","-0.19","-0.05","-0.14","-0.05","-0.65"
"","Emil Forsberg","NYRB","2025","AM","1890","-0.33","-0.07","-0.35","-0.04","0.31","-0.17","-0.65"
"","Tom Barlow","CHI","2025","ST","405","-0.09","-0.31","0.00","-0.24","0.05","-0.07","-0.66"
"","Daniel Edelman","NYRB","2025","DM","1433","0.14","0.08","-0.21","-0.31","-0.23","-0.13","-0.67"
"","Federico Redondo","MIA","2025","CM","791","0.05","-0.02","0.10","-0.35","-0.26","-0.18","-0.67"
"","Keegan Rosenberry","COL","2025","FB","1069","-0.35","0.03","-0.09","-0.09","-0.08","-0.08","-0.67"
"","Ben Bender","PHI","2025","W","358","-0.20","-0.02","-0.08","-0.16","-0.14","-0.06","-0.67"
"","Diego Chará","POR","2025","DM","924","-0.06","-0.31","0.24","-0.14","-0.21","-0.18","-0.67"
"","Ibrahim Aliyu","CLB, HOU","2025","FB","815","-0.35","-0.06","0.15","-1.12","0.80","-0.09","-0.68"
"","Dániel Sallói","SKC","2025","W","1502","-0.71","-0.18","-0.12","-0.25","0.61","-0.04","-0.68"
"","William Kumado","SD","2025","FB","752","0.13","-0.23","0.17","-0.65","-0.06","-0.06","-0.69"
"","Khiry Shelton","SKC","2025","FB","1050","-0.17","0.07","-0.41","-0.15","0.03","-0.06","-0.69"
"","Zorhan Bassong","SKC","2025","CM","896","-0.08","-0.06","-0.14","-0.13","-0.20","-0.07","-0.69"
"","Dagur Dan Thórhallsson","ORL","2025","FB","944","-0.01","-0.01","0.09","-0.57","0.02","-0.21","-0.69"
"","Luis Abram","ATL","2025","CB","1472","0.14","-0.15","-0.43","0.15","-0.29","-0.12","-0.70"
"","Georgi Minoungou","SEA","2025","W","515","-0.21","-0.01","0.09","-0.96","0.28","0.10","-0.71"
"","Olwethu Makhanya","PHI","2025","CB","1416","-0.13","-0.11","0.03","-0.29","-0.18","-0.02","-0.71"
"","Matheus Nascimento","LAG","2025","ST","651","-0.15","-0.06","0.01","-0.17","-0.31","-0.05","-0.72"
"","Djé D'Avilla","CHI","2025","DM","249","-0.17","-0.24","-0.13","-0.06","-0.07","-0.05","-0.72"
"","Lucas Sanabria","LAG","2025","DM","848","-0.07","-0.04","-0.07","-0.44","0.03","-0.14","-0.73"
"","Dániel Gazdag","CLB, PHI","2025","W","1712","-0.92","-0.13","-0.13","-0.53","1.28","-0.31","-0.75"
"","Diego Fagundez","LAG","2025","W","1616","-0.49","-0.16","-0.04","0.96","-0.64","-0.38","-0.76"
"","Artur","HOU","2025","DM","2020","-0.13","-0.20","0.53","-0.18","-0.45","-0.34","-0.76"
"","Jáder Obrian","ATX","2025","W","642","-0.26","-0.06","0.02","-0.06","-0.21","-0.20","-0.76"
"","Jeevan Badwal","VAN","2025","CM","559","-0.04","0.02","-0.42","-0.24","-0.02","-0.06","-0.77"
"","Jack Maher","NSH","2025","CB","1994","0.09","0.21","-0.62","-0.18","-0.23","-0.07","-0.79"
"","Jared Stroud","DCU","2025","W","1138","-0.85","-0.14","0.11","-0.06","0.10","0.05","-0.80"
"","Mohammed Sofo","NYRB","2025","W","990","-0.45","-0.13","0.10","-0.40","-0.17","0.24","-0.81"
"","Brian Anunga","CIN","2025","CM","1191","-0.10","-0.05","0.47","-0.48","-0.40","-0.26","-0.82"
"","Omari Glasgow","CHI","2025","FB","624","-0.20","-0.27","-0.04","-0.04","-0.14","-0.14","-0.83"
"","Matt Polster","NER","2025","CM","1599","-0.11","0.04","-0.27","-0.14","-0.12","-0.24","-0.83"
"","Jeong Sang-Bin","MIN","2025","ST","398","-0.16","0.00","-0.05","-0.36","-0.21","-0.07","-0.84"
"","Cedric Teuchert","STL","2025","ST","1190","0.06","0.18","-0.25","-0.36","-0.31","-0.17","-0.86"
"","Myrto Uzuni","ATX","2025","ST","1331","-0.54","-0.19","-0.02","0.48","-0.49","-0.10","-0.86"
"","Boris Enow","DCU","2025","CM","1334","-0.10","-0.04","0.20","-0.33","-0.41","-0.20","-0.87"
"","Reggie Cannon","COL","2025","FB","1617","-0.34","-0.01","0.04","-0.32","-0.12","-0.16","-0.90"
"","Aleksandr Guboglo","MTL","2025","FB","820","-0.10","-0.04","-0.01","-0.29","-0.32","-0.14","-0.91"
"","Igor Jesus","LAFC","2025","DM","1550","-0.28","0.06","-0.49","-0.11","-0.05","-0.03","-0.91"
"","Andreas Maxsø","COL","2025","CB","2022","0.00","-0.29","0.04","-0.43","-0.14","-0.10","-0.91"
"","Jacob Bartlett","SKC","2025","DM","1604","-0.07","0.07","0.18","-0.49","-0.37","-0.26","-0.94"
"","Maxi Moralez","NYC","2025","AM","1776","-0.54","-0.07","-0.20","0.80","-0.49","-0.44","-0.94"
"","Brooklyn Raines","HOU","2025","DM","1169","-0.08","-0.11","-0.08","-0.29","-0.26","-0.14","-0.95"
"","Jefferson Díaz","MIN","2025","CB","1404","-0.31","-0.10","-0.62","-0.35","0.33","0.10","-0.95"
"","Maxime Dominguez","TOR","2025","CM","694","0.01","-0.12","-0.26","-0.19","-0.23","-0.17","-0.96"
"","Obafemi Awodesu","HOU","2025","CB","1600","0.27","-0.13","-0.59","-0.42","-0.02","-0.07","-0.96"
"","Nicolás Lodeiro","HOU","2025","W","679","-0.35","0.04","-0.01","-0.10","-0.32","-0.22","-0.97"
"","Samuel Piette","MTL","2025","DM","1336","-0.15","-0.10","0.01","-0.08","-0.39","-0.26","-0.97"
"","Aleksey Miranchuk","ATL","2025","AM","1887","-0.26","-0.13","-0.56","-0.49","0.32","0.14","-0.98"
"","Luca Langoni","NER","2025","W","732","0.11","-0.02","-0.07","-0.26","-0.50","-0.24","-0.98"
"","Jacob Murrell","DCU","2025","ST","903","-0.28","-0.10","-0.09","-0.40","-0.02","-0.09","-0.98"
"","Indiana Vassilev","PHI","2025","W","1384","0.44","-0.06","-0.17","-0.28","-0.65","-0.26","-0.99"
"","Kévin Cabral","COL","2025","W","861","-0.33","-0.13","-0.01","-0.41","0.05","-0.17","-1.00"
"","Joao Ortíz","POR","2025","DM","871","-0.45","-0.27","0.19","-0.22","-0.12","-0.13","-1.00"
"","Patrick Yazbek","NSH","2025","DM","1421","-0.04","-0.04","0.07","-0.49","-0.41","-0.12","-1.03"
"","Pablo Ortíz","HOU","2025","CB","792","-0.03","-0.02","-0.61","-0.13","-0.18","-0.05","-1.03"
"","Gonzalo Lujan","MIA","2025","CB","1150","0.02","0.07","-1.01","0.02","-0.12","-0.03","-1.04"
"","Sergio Oregel","CHI","2025","CM","1610","-0.55","-0.08","-0.24","0.16","-0.18","-0.16","-1.05"
"","Josh Yaro","STL","2025","CB","1205","-0.80","-0.21","0.59","-0.24","-0.27","-0.13","-1.06"
"","Jacen Russell-Rowe","CLB","2025","ST","1434","-0.79","-0.20","0.21","-0.67","0.38","0.02","-1.07"
"","Oleksandr Svatok","ATX","2025","CB","1677","-0.08","0.17","-0.82","-0.26","-0.03","-0.06","-1.07"
"","Daniel Ríos","VAN","2025","ST","1048","-0.65","-0.13","-0.15","-0.30","0.20","-0.03","-1.07"
"","Samuel Bassett","COL","2025","W","369","0.09","-0.26","-0.15","-0.45","-0.23","-0.09","-1.09"
"","Benjamin Cremaschi","MIA","2025","W","999","0.02","-0.10","0.11","-0.71","-0.21","-0.19","-1.09"
"","Edwin Cerrillo","LAG","2025","DM","1733","-0.23","0.01","-0.15","-0.28","-0.32","-0.13","-1.11"
"","Oliver Larraz","COL","2025","CM","1769","-0.19","0.08","-0.15","-0.53","-0.19","-0.14","-1.12"
"","Antony","POR","2025","W","1506","-0.87","-0.36","-0.02","-0.71","0.44","0.38","-1.14"
"","Miki Yamane","LAG","2025","FB","1599","-0.11","-0.16","-0.40","-0.50","0.09","-0.10","-1.17"
"","Lorenzo Insigne","TOR","2025","AM","945","-0.02","-0.12","-0.15","-0.53","-0.25","-0.10","-1.18"
"","Eryk Williamson","CLT","2025","DM","546","-0.13","-0.34","-0.15","-0.03","-0.36","-0.22","-1.22"
"","Jeremy Ebobisse","LAFC","2025","ST","626","-0.77","-0.07","-0.03","0.09","-0.36","-0.11","-1.25"
"","Telasco Segovia","MIA","2025","W","1030","-0.14","-0.09","0.01","-0.78","-0.14","-0.12","-1.26"
"","Ilie Sánchez","ATX","2025","DM","1080","0.05","-0.03","-0.36","-0.32","-0.38","-0.23","-1.26"
"","Victor Loturi","MTL","2025","CM","1499","-0.34","0.01","0.11","-0.60","-0.27","-0.19","-1.27"
"","Kevin Kelsy","POR","2025","ST","991","-0.66","-0.04","-0.02","-0.10","-0.28","-0.17","-1.28"
"","Sebastian Kowalczyk","HOU","2025","W","1333","-0.17","0.09","0.11","-0.12","-0.81","-0.38","-1.28"
"","Kellyn Acosta","CHI","2025","DM","637","-0.15","-0.24","-0.32","-0.35","-0.12","-0.10","-1.28"
"","Jonathan Shore","NYC","2025","DM","1257","-0.48","-0.02","-0.32","-0.38","-0.07","-0.03","-1.30"
"","Hosei Kijima","DCU","2025","W","1468","-0.32","-0.04","-0.10","-0.04","-0.45","-0.37","-1.31"
"","Saba Lobjanidze","ATL","2025","W","1429","-0.52","-0.10","-0.61","-0.37","0.31","-0.04","-1.33"
"","Ezequiel Ponce","HOU","2025","ST","1806","-1.62","-0.03","-0.04","-0.53","0.87","-0.04","-1.39"
"","Shapi Suleymanov","SKC","2025","W","1495","0.18","0.08","-0.30","-0.62","-0.54","-0.22","-1.43"
"","Samuel Rogers","CHI","2025","CB","1257","-0.16","-0.27","-0.64","-0.06","-0.26","-0.07","-1.45"
"","Edvard Tagseth","NSH","2025","DM","1870","-0.28","-0.04","-0.40","-0.08","-0.46","-0.19","-1.45"
"","Nathan Ordaz","LAFC","2025","ST","959","0.16","-0.15","-0.13","-0.82","-0.53","0.02","-1.46"
"","William Agada","SKC, RSL","2025","ST","891","-0.79","-0.34","-0.05","-0.37","0.22","-0.15","-1.49"
"","Wikelman Carmona","NYRB","2025","W","1188","-0.19","-0.15","0.02","-0.47","-0.52","-0.23","-1.53"
"","Mauricio Pineda","CHI","2025","DM","1366","-0.43","0.03","-0.24","-0.72","-0.11","-0.07","-1.54"
"","Alhassan Yusuf","NER","2025","CM","2025","-0.01","-0.12","-0.37","-0.80","0.07","-0.33","-1.55"
"","Darlington Nagbe","CLB","2025","CM","1896","0.01","0.15","-0.36","-0.57","-0.53","-0.33","-1.62"
"","Jesús Ferreira","SEA","2025","W","1271","-0.86","-0.15","0.03","-0.11","-0.18","-0.40","-1.66"
"","Brandon Servania","DCU","2025","CM","1362","-0.12","-0.31","-0.26","-0.54","-0.37","-0.15","-1.74"
"","Ariath Piol","RSL","2025","ST","722","-0.89","-0.09","-0.16","-0.23","-0.07","-0.37","-1.80"
"","Caden Clark","MTL","2025","AM","1288","-0.42","-0.04","-0.03","-0.02","-0.91","-0.41","-1.83"
"","Mamadou Fofana","NER","2025","CB","1817","-0.16","-0.58","-0.23","-0.42","-0.32","-0.16","-1.87"
"","Amine Bassi","HOU","2025","AM","1623","-0.31","-0.16","-0.02","-0.37","-0.92","-0.57","-2.34"
"","Dejan Joveljic","SKC","2025","ST","1773","-1.21","0.01","-0.24","-1.02","-0.97","-0.17","-3.61"
